1.96,1.96,host2,1,1329851305,8096M,,846,97,109696,7,46532,3,3516,77,131159,4,237.8,1,256,,,,,29369,76,+++++,+++,2434,2,30553,79,+++++,+++,1514,1,16549us,264ms,1713ms,173ms,335ms,2025ms,316ms,323us,6103ms,298ms,1271us,7009ms
1.96,1.96,host1,1,1329851830,8096M,,838,98,110033,7,48154,4,3609,79,134153,4,228.2,1,256,,,,,30301,79,+++++,+++,2525,2,31290,79,+++++,+++,1558,1,9829us,226ms,1759ms,112ms,160ms,2016ms,300ms,458us,6094ms,309ms,17us,6206ms
1.96,1.96,host2,1,1329851305,8096M,,846,97,109696,7,46532,3,3516,77,131159,4,237.8,1,256,,,,,29369,76,+++++,+++,2434,2,30553,79,+++++,+++,1514,1,16549us,264ms,1713ms,173ms,335ms,2025ms,316ms,323us,6103ms,298ms,1271us,7009ms
1.96,1.96,host1,1,1329851830,8096M,,838,98,110033,7,48154,4,3609,79,134153,4,228.2,1,256,,,,,30301,79,+++++,+++,2525,2,31290,79,+++++,+++,1558,1,9829us,226ms,1759ms,112ms,160ms,2016ms,300ms,458us,6094ms,309ms,17us,6206ms
